ANNO,MES,TRIMESTRE,ID_EMPRESA,EMPRESA,OPERADOR,OMV,PNM_RECEPTOR_NETO
2013,4,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-452753
2013,4,2,900367669,UFF MOVIL SAS,TIGO,UFF,11618
2013,4,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-95
2013,4,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,2215
2013,5,2,830016046,AVANTEL S A S,WOM,WOM,-257
2013,5,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,121217
2013,5,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,336368
2013,5,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,5,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,711
2013,5,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,5,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,192
2013,5,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,5,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,5,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,5,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-478920
2013,5,2,900367669,UFF MOVIL SAS,TIGO,UFF,11275
2013,5,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-84
2013,5,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,5,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,9498
2013,6,2,830016046,AVANTEL S A S,WOM,WOM,-241
2013,6,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,129050
2013,6,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,348693
2013,6,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,6,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,700
2013,6,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,6,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,583
2013,6,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,6,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,6,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,6,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-506582
2013,6,2,900367669,UFF MOVIL SAS,TIGO,UFF,11937
2013,6,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-106
2013,6,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,6,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,15966
2013,7,3,830016046,AVANTEL S A S,WOM,WOM,-237
2013,7,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,141436
2013,7,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,360880
2013,7,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,7,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,686
2013,7,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,7,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,745
2013,7,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,7,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,7,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,7,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-538658
2013,7,3,900367669,UFF MOVIL SAS,TIGO,UFF,12630
2013,7,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-155
2013,7,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,7,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,22673
2013,8,3,830016046,AVANTEL S A S,WOM,WOM,-232
2013,8,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,153945
2013,8,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,375055
2013,8,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,8,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,662
2013,8,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,8,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,954
2013,8,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,8,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,8,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,8,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-574506
2013,8,3,900367669,UFF MOVIL SAS,TIGO,UFF,13433
2013,8,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-180
2013,8,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,8,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,30869
2013,9,3,830016046,AVANTEL S A S,WOM,WOM,-239
2013,9,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,168369
2013,9,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,383807
2013,9,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,9,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,656
2013,9,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,9,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,1347
2013,9,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,9,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,9,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,9,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-608045
2013,9,3,900367669,UFF MOVIL SAS,TIGO,UFF,13932
2013,9,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-207
2013,9,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,9,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,40380
2013,10,4,830016046,AVANTEL S A S,WOM,WOM,-327
2013,10,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,185370
2013,10,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,374727
2013,10,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,10,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,642
2013,10,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,10,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,2342
2013,10,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,10,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,10,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,10,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-629838
2013,10,4,900367669,UFF MOVIL SAS,TIGO,UFF,15055
2013,10,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-203
2013,10,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,10,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,52232
2013,11,4,830016046,AVANTEL S A S,WOM,WOM,-329
2013,11,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,192626
2013,11,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,377028
2013,11,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,11,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,625
2013,11,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,11,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,3393
2013,11,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,11,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,11,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,11,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-652302
2013,11,4,900367669,UFF MOVIL SAS,TIGO,UFF,16036
2013,11,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-240
2013,11,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,11,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,63163
2013,12,4,830016046,AVANTEL S A S,WOM,WOM,-338
2013,12,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,201584
2013,12,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,376548
2013,12,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2013,12,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,606
2013,12,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2013,12,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,5490
2013,12,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2013,12,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2013,12,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2013,12,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-677147
2013,12,4,900367669,UFF MOVIL SAS,TIGO,UFF,17261
2013,12,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-258
2013,12,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2013,12,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,76254
2014,1,1,830016046,AVANTEL S A S,WOM,WOM,-331
2014,1,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,213620
2014,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,373265
2014,1,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,583
2014,1,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,1,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,8959
2014,1,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,1,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,1,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,1,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-703450
2014,1,1,900367669,UFF MOVIL SAS,TIGO,UFF,17580
2014,1,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-316
2014,1,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,90091
2014,2,1,830016046,AVANTEL S A S,WOM,WOM,-353
2014,2,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,230464
2014,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,363426
2014,2,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,558
2014,2,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,2,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,14300
2014,2,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,2,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,2,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,2,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-728841
2014,2,1,900367669,UFF MOVIL SAS,TIGO,UFF,17388
2014,2,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-335
2014,2,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,103394
2014,3,1,830016046,AVANTEL S A S,WOM,WOM,-428
2014,3,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,246264
2014,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,362347
2014,3,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,548
2014,3,1,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,3,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,17543
2014,3,1,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,3,1,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,3,1,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,3,1,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-760781
2014,3,1,900367669,UFF MOVIL SAS,TIGO,UFF,17445
2014,3,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-398
2014,3,1,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,117461
2014,4,2,830016046,AVANTEL S A S,WOM,WOM,-445
2014,4,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,266961
2014,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,351560
2014,4,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-502
2014,4,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,4,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,20986
2014,4,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,4,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,4,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,4,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-790096
2014,4,2,900367669,UFF MOVIL SAS,TIGO,UFF,17344
2014,4,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-448
2014,4,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,134641
2014,5,2,830016046,AVANTEL S A S,WOM,WOM,-296
2014,5,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,294294
2014,5,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,318940
2014,5,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,5,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-1409
2014,5,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,5,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,23070
2014,5,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,5,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,5,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,5,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-806941
2014,5,2,900367669,UFF MOVIL SAS,TIGO,UFF,18193
2014,5,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-495
2014,5,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,5,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,154645
2014,6,2,830016046,AVANTEL S A S,WOM,WOM,-293
2014,6,2,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,307909
2014,6,2,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,298267
2014,6,2,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,6,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-1498
2014,6,2,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,6,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,24334
2014,6,2,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,6,2,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,6,2,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,6,2,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-822913
2014,6,2,900367669,UFF MOVIL SAS,TIGO,UFF,18380
2014,6,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-579
2014,6,2,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,6,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,176396
2014,7,3,830016046,AVANTEL S A S,WOM,WOM,-334
2014,7,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,336609
2014,7,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,263908
2014,7,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,7,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-1570
2014,7,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,7,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,25274
2014,7,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,7,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,7,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,7,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-842225
2014,7,3,900367669,UFF MOVIL SAS,TIGO,UFF,18360
2014,7,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-670
2014,7,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,7,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,200649
2014,8,3,830016046,AVANTEL S A S,WOM,WOM,-293
2014,8,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,367614
2014,8,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,234042
2014,8,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,8,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-1573
2014,8,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,8,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,26645
2014,8,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,8,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,8,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,8,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-862304
2014,8,3,900367669,UFF MOVIL SAS,TIGO,UFF,18123
2014,8,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-731
2014,8,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,8,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,218476
2014,9,3,830016046,AVANTEL S A S,WOM,WOM,-61
2014,9,3,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,394684
2014,9,3,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,212536
2014,9,3,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,9,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-1528
2014,9,3,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,9,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,27921
2014,9,3,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,9,3,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,9,3,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,9,3,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-882845
2014,9,3,900367669,UFF MOVIL SAS,TIGO,UFF,17441
2014,9,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-722
2014,9,3,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,9,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,232572
2014,10,4,830016046,AVANTEL S A S,WOM,WOM,802
2014,10,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,423827
2014,10,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,191681
2014,10,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,10,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,-955
2014,10,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,10,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,29102
2014,10,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,10,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,10,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,10,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-904839
2014,10,4,900367669,UFF MOVIL SAS,TIGO,UFF,16838
2014,10,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-739
2014,10,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,10,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,244281
2014,11,4,830016046,AVANTEL S A S,WOM,WOM,2695
2014,11,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,449540
2014,11,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,169584
2014,11,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,11,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,194
2014,11,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,11,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,29806
2014,11,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,11,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,11,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,11,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-921879
2014,11,4,900367669,UFF MOVIL SAS,TIGO,UFF,16348
2014,11,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-740
2014,11,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,11,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,254447
2014,12,4,830016046,AVANTEL S A S,WOM,WOM,6508
2014,12,4,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,475305
2014,12,4,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,146075
2014,12,4,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2014,12,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,3453
2014,12,4,901162121,LOGISTICA FLASH COLOMBIA S.A.S.,TIGO,FLASH,0
2014,12,4,900389508,ALMACENES EXITO INVERSIONES S.A.S.,TIGO,EXITO,30899
2014,12,4,900688637,KIERO IP TELECOMUNICACIONES SAS,TIGO,KIERO,0
2014,12,4,900848456,EZTALK MOBILE S.A.S.,TIGO,EZTALK,0
2014,12,4,900973532,SUMA MOVIL S.A.S,TIGO,SUMA,0
2014,12,4,830122566,COLOMBIA TELECOMUNICACIONES S A E S P,MOVISTAR,MOVISTAR,-946172
2014,12,4,900367669,UFF MOVIL SAS,TIGO,UFF,15806
2014,12,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,TIGO,UNE,-748
2014,12,4,900530819,VILACOM MOBILE SAS,TIGO,VILACOM,0
2014,12,4,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,MOVISTAR,VIRGIN,268869
2015,1,1,830016046,AVANTEL S A S,WOM,WOM,9603
2015,1,1,830114921,COLOMBIA MÓVIL S.A ESP,TIGO,TIGO,505270
2015,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,COMCEL,COMCEL,121313
2015,1,1,901066516,DIMECOM COMUNICACIONES S.A.S.,TIGO,DIME,0
2015,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP,TIGO,ETB,7466
